Charges for 10/2009

Customer   Hours used     Total charge    Average charge per hour
15362		4.20		7.99		0.00
42768		11.10		30.08		0.00
11111		9.90		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
-858993460		0.00		7.99		0.00
